#Species	GC%
Campylobacter_coli--RS_GCF_000254135.1	31.04%
Campylobacter_iguaniorum--RS_GCF_000736415.1	35.74%
Campylobacter_pinnipediorum--RS_GCF_002022005.1	30.47%
Campylobacter_ureolyticus--RS_GCF_013372225.1	28.99%
Sulfurospirillum_halorespirans--RS_GCF_001723605.1	41.32%
Sulfurospirillum_multivorans--RS_GCF_000568815.1	40.9%
Sulfurospirillum_deleyianum--RS_GCF_000024885.1	38.97%
Sulfurospirillum_arcachonense--RS_GCF_000597725.1	30.39%
Arcobacter_lacus--RS_GCF_003063295.1	26.79%
Arcobacter_aquimarinus--RS_GCF_013177635.1	26.8%
Arcobacter_defluvii--RS_GCF_013201725.1	26.46%
Arcobacter_suis--RS_GCF_003544815.1	27.39%
Arcobacter_cloacae--RS_GCF_013201935.1	26.93%
Arcobacter_ellisii--RS_GCF_003544915.1	26.92%
Arcobacter_venerupis--RS_GCF_013201665.1	27.36%
Arcobacter_caeni--RS_GCF_003063245.1	27.15%
Poseidonibacter_antarcticus--RS_GCF_003667345.1	27.07%
Arcobacter_nitrofigilis--RS_GCF_000092245.1	28.36%
Arcobacter_anaerophilus--RS_GCF_006459125.1	30.0%
Sulfurovum_lithotrophicum--RS_GCF_000987835.1	44.26%
Nitratifractor_salsuginis--RS_GCF_000186245.1	53.91%
Campylobacter_novaezeelandiae--RS_GCF_004323845.1	27.45%
Campylobacter_armoricus--RS_GCF_013372105.1	28.58%
Campylobacter_peloridis--RS_GCF_000816785.1	28.46%
Campylobacter_volucris--RS_GCF_008245045.1	28.57%
Campylobacter_ornithocola--RS_GCF_013201605.1	29.22%
Campylobacter_subantarcticus--RS_GCF_000816305.1	29.75%
Campylobacter_lari--RS_GCF_004357905.1	29.5%
Campylobacter_hepaticus--RS_GCF_009362725.1	30.68%
Campylobacter_insulaenigrae--RS_GCF_000816185.1	28.19%
Campylobacter_jejuni--RS_GCF_001457695.1	30.23%
