#Species	GC%
Massilia_violaceinigra--RS_GCF_002752675.1	63.47%
Massilia_atriviolacea--RS_GCF_003953935.1	65.36%
Massilia_eurypsychrophila--RS_GCF_002760655.1	63.96%
Rugamonas_rubra--RS_GCF_900114705.1	66.96%
Janthinobacterium_violaceinigrum--RS_GCF_009208555.1	63.43%
Janthinobacterium_lividum--RS_GCF_000242815.1	60.6%
Janthinobacterium_agaricidamnosum--RS_GCF_000723165.1	61.05%
Herbaspirillum_lusitanum--RS_GCF_000256565.1	60.26%
Thermomonas_haemolytica--RS_GCF_004346265.1	70.03%
Thermomonas_carbonis--RS_GCF_014396975.1	66.02%
Lysobacter_segetis--RS_GCF_004359965.1	70.47%
Lysobacter_terrigena--RS_GCF_004361065.1	67.91%
Lysobacter_lacus--RS_GCF_008274655.1	68.03%
Arenimonas_composti--RS_GCF_000426365.1	70.76%
Chiayiivirga_flava--RS_GCF_014202825.1	68.95%
Wenzhouxiangella_marina--RS_GCF_001187785.1	65.26%
Desulfovibrio_putealis--RS_GCF_000429325.1	62.79%
Geobacter_metallireducens--GB_GCA_011046855.1	62.98%
Geoalkalibacter_ferrihydriticus--RS_GCF_000820505.1	57.94%
Geoalkalibacter_subterraneus--RS_GCF_000827125.1	56.68%
Geothermobacter_ehrlichii--RS_GCF_008124615.1	61.86%
Pseudomaricurvus_alkylphenolicus--RS_GCF_011683955.1	53.36%
Thiocapsa_roseopersicina--RS_GCF_900106925.1	64.32%
Herminiimonas_fonticola--RS_GCF_003293745.1	51.59%
Herbaspirillum_seropedicae--RS_GCF_001040945.1	63.4%
Arenimonas_donghaensis--RS_GCF_000743535.1	68.74%
Pseudomaricurvus_alcaniphilus--RS_GCF_011440395.1	57.18%
Thiocapsa_marina--RS_GCF_000223985.1	64.11%
Thiohalocapsa_marina--RS_GCF_008632335.1	65.94%
Massilia_aurea--RS_GCF_014200505.1	63.4%
Massilia_timonae--RS_GCF_000315425.1	64.38%
Massilia_armeniaca--RS_GCF_003028855.1	66.34%
Massilia_frigida--RS_GCF_011682175.1	63.68%
Massilia_rubra--RS_GCF_011682065.1	63.8%
Massilia_mucilaginosa--RS_GCF_011682145.1	64.16%
