#Matching species	Similarity (%)
Phycisphaera mikurensis--Phycisphaeraceae--AP012338 (Valid)	81.65803108808291
Algisphaera agarilytica--Phycisphaeraceae--AB845176 (Valid)	81.03813559322035
Caldithrix palaeochoryensis--Calditrichaceae--FJ999729 (Valid)	78.78787878787878
Caldithrix abyssi--Calditrichaceae--AJ430587 (Valid)	78.36611195158851
Limihaloglobus sulfuriphilus--Sedimentisphaeraceae--KX151396--NOT VALID	76.86721991701245
Thermoanaerobaculum aquaticum--Thermoanaerobaculaceae--JX420244 (Valid)	76.56415694591729
Thermobispora bispora--Streptosporangiaceae--CP001874 (Valid)	75.36382536382537
Isosphaera pallida--Isosphaeraceae--CP002353 (Valid)	75.21008403361344
Rubinisphaera brasiliensis--Planctomycetaceae--CP002546 (Valid)	74.92195629552549
Thermomonospora cellulosilytica--Thermomonosporaceae--AB859254 (Valid)	74.76635514018692
Marivibrio halodurans--Kiloniellaceae--KX376721 (Valid)	74.71143756558237
Thermomonospora catenispora--Thermomonosporaceae--KJ027599--NOT VALID	74.64940668824164
Thermomonospora amylolytica--Thermomonosporaceae--AB859253 (Valid)	74.5850622406639
Arboricoccus pini--Geminicoccaceae--KY367357 (Valid)	74.51820128479658
Fibrobacter intestinalis--Fibrobacteraceae--AJ496284 (Valid)	74.30703624733475
Thermomonospora umbrina--Thermomonosporaceae--AF163121 (Valid)	74.22126745435015
Thermodesulfovibrio hydrogeniphilus--Nitrospiraceae--EF081294 (Valid)	74.1014799154334
Oligosphaera ethanolica--Oligosphaeraceae--AB558581 (Valid)	74.09381663113007
Mariniblastus fucicola--Pirellulaceae--HQ845450 (Valid)	74.01908801696713
Brevundimonas diminuta--Caulobacteraceae--ADUI01000302 (Valid)	73.97260273972603
Thermomonospora echinospora--Thermomonosporaceae--AJ420135 (Valid)	73.93162393162393
Rubritepida flocculans--Acetobacteraceae--AF465832 (Valid)	73.59307359307358
Brevundimonas canariensis--Caulobacteraceae--KX898252 (Valid)	73.28405491024287
Rhodobacter flagellatus--Rhodobacteraceae--MN174111--NOT VALID	73.26315789473684
Gemmobacter nectariphilus--Rhodobacteraceae--AUCM01000052 (Valid)	73.12961011591148
Brevundimonas vancanneytii--Caulobacteraceae--AJ227779 (Valid)	73.08934337997847
Desertibacter xinjiangensis--Azospirillaceae--KC625488 (Valid)	73.06843267108167
Brevundimonas abyssalis--Caulobacteraceae--AB688113 (Valid)	73.0603448275862
Brevundimonas faecalis--Caulobacteraceae--FR775448 (Valid)	73.05986696230599
Brevundimonas naejangsanensis--Caulobacteraceae--FJ544245 (Valid)	72.8740581270183
Xinfangfangia soli--Rhodobacteraceae--MG190346 (Valid)	72.70811380400421
Cereibacter johrii--Rhodobacteraceae--AM398152--NOT VALID	72.63157894736842
Aureimonas rubiginis--Aurantimonadaceae--JQ864241 (Valid)	72.6215644820296
Thermoactinospora rubra--Streptosporangiaceae--JN626947 (Valid)	72.49224405377456
Nitratireductor aquibiodomus--Phyllobacteriaceae--AF534573 (Valid)	72.43928194297783
Tabrizicola aquatica--Rhodobacteraceae--HQ392507 (Valid)	72.19827586206897
Chelativorans composti--Phyllobacteriaceae--AB563785 (Valid)	72.14514407684098
Limisphaera ngatamarikiensis--Verrucomicrobia incertae sedis--HF947551 (Valid)	72.12249208025344
Nitratireductor indicus--Phyllobacteriaceae--GU447302 (Valid)	72.09302325581395
Gemmobacter aquarius--Rhodobacteraceae--MF991892--NOT VALID	72.07303974221267
Nitratireductor aquimarinus--Phyllobacteriaceae--HQ176467 (Valid)	72.02572347266882
Gemmobacter aestuarii--Rhodobacteraceae--KF732818--NOT VALID	71.93169690501601
Ancalomicrobium adetum--Ancalomicrobiaceae--AB681798 (Valid)	71.84466019417476
Nitratireductor alexandrii--Phyllobacteriaceae--MH197116--NOT VALID	71.83544303797468
Nitratireductor basaltis--Phyllobacteriaceae--EU143347 (Valid)	71.64021164021163
Nitratireductor kimnyeongensis--Phyllobacteriaceae--AM498744 (Valid)	71.56862745098039
Falsirhodobacter deserti--Rhodobacteraceae--KF268394 (Valid)	71.36659436008676
Fulvimarina pelagi--Aurantimonadaceae--AY178860 (Valid)	71.35306553911205
Falsirhodobacter halotolerans--Rhodobacteraceae--HE662814 (Valid)	71.12597547380156
Anaerotruncus colihominis--Oscillospiraceae--AJ315980 (Valid)	69.72573839662446
