#Species	GC%
Fulvimarina_pelagi--RS_GCF_000153705.1	61.17%
Nitratireductor_basaltis--RS_GCF_000733725.1	59.81%
Nitratireductor_aquibiodomus--RS_GCF_000615975.1	61.35%
Nitratireductor_indicus--RS_GCF_000300515.1	60.85%
Rubritepida_flocculans--RS_GCF_000425365.1	73.39%
Arboricoccus_pini--RS_GCF_900187945.1	63.15%
Anaerotruncus_colihominis--RS_GCF_010206195.1	54.17%
Limisphaera_ngatamarikiensis--RS_GCF_011044775.1	64.84%
Mariniblastus_fucicola--RS_GCF_008087665.1	53.41%
Rubinisphaera_brasiliensis--RS_GCF_000165715.2	56.45%
Isosphaera_pallida--RS_GCF_000186345.1	62.49%
Limihaloglobus_sulfuriphilus--RS_GCF_001999965.1	47.04%
Algisphaera_agarilytica--RS_GCF_014207595.1	63.2%
Phycisphaera_mikurensis--RS_GCF_000284115.1	73.22%
Thermoanaerobaculum_aquaticum--RS_GCF_000687145.1	63.01%
Thermoactinospora_rubra--RS_GCF_002093975.1	71.71%
Thermomonospora_amylolytica--RS_GCF_003589885.1	72.81%
Thermomonospora_catenispora--RS_GCF_006363815.1	72.92%
Thermomonospora_echinospora--RS_GCF_900108175.1	71.79%
Thermomonospora_umbrina--RS_GCF_003386555.1	71.91%
Thermobispora_bispora--RS_GCF_000092645.1	72.43%
Caldithrix_abyssi--RS_GCF_001886815.1	45.1%
Fibrobacter_intestinalis--RS_GCF_900167415.1	47.74%
Gemmobacter_aquatilis--RS_GCF_900110025.1	65.06%
Thermomonospora_curvata--RS_GCF_000024385.1	71.64%
Gemmobacter_aestuarii--RS_GCF_004799285.1	66.19%
Gemmobacter_nectariphilus--RS_GCF_000429765.1	66.19%
Rhodobacter_flagellatus--RS_GCF_008271465.1	67.71%
Falsirhodobacter_deserti--RS_GCF_004015795.1	63.41%
Tabrizicola_aquatica--RS_GCF_002900975.1	66.4%
Cereibacter_johrii--RS_GCF_001720585.1	69.09%
Brevundimonas_diminuta--RS_GCF_000204035.1	64.51%
Brevundimonas_naejangsanensis--RS_GCF_000421705.1	66.6%
Brevundimonas_abyssalis--RS_GCF_000466985.1	68.16%
