#Matching species	Similarity (%)
Dehalogenimonas lykanthroporepellens--Dehalococcoidaceae--CP002084 (Valid)	83.83635144198524
Dehalococcoides mccartyi--Dehalococcoidaceae--CP000027 (Valid)	83.82147838214784
Dehalogenimonas alkenigignens--Dehalococcoidaceae--JQ994266 (Valid)	83.37988826815642
Dehalogenimonas formicexedens--Dehalococcoidaceae--CP018258 (Valid)	83.29979879275655
Tepidiforma bonchosmolovskayae--Tepidiformaceae--CP042829--NOT VALID	81.27946127946129
Caldilinea aerophila--Caldilineaceae--AP012337 (Valid)	80.37508372404555
Dictyoglomus thermophilum--Dictyoglomaceae--X69194 (Valid)	79.91913746630728
Anaerolinea thermophila--Anaerolineaceae--AP012029 (Valid)	79.89276139410187
Caldilinea tarbellica--Caldilineaceae--HM134893 (Valid)	79.84218077474893
Thermomarinilinea lacunifontana--Anaerolineae incertae sedis--AB669272 (Valid)	79.73352033660589
Thermodesulfitimonas autotrophica--Thermoanaerobacteraceae--KX450231 (Valid)	79.29547088425593
Aciditerrimonas ferrireducens--Acidimicrobiales incertae sedis--AB517669 (Valid)	79.09215955983494
Clostridium sulfidigenes--Clostridiaceae--EF199998 (Valid)	78.75927174645987
Clostridium subterminale--Clostridiaceae--AB538430 (Valid)	78.71900826446281
Clostridium perfringens--Clostridiaceae--CP000246 (Valid)	78.61930294906166
Ktedonobacter racemifer--Ktedonobacteraceae--ADVG01000001 (Valid)	78.53725222146275
Clostridium chromiireducens--Clostridiaceae--AY228334 (Valid)	78.48797250859107
Saccharothrix ecbatanensis--Pseudonocardiaceae--JN038074 (Valid)	78.4656796769852
Kribbella sandramycini--Kribbellaceae--AY253864 (Valid)	78.4366576819407
Iamia majanohamensis--Iamiaceae--AB360448 (Valid)	78.36903939184519
Oceanirhabdus sediminicola--Clostridiaceae--JQ771468 (Valid)	78.32071576049553
Ruminiclostridium papyrosolvens--Oscillospiraceae--ACXX02000011 (Valid)	78.31649831649831
Clostridium carboxidivorans--Clostridiaceae--FR733710 (Valid)	78.25793382849426
Thermoflexus hugenholtzii--Thermoflexaceae--KC526151 (Valid)	78.23977823977823
Kribbella flavida--Kribbellaceae--AY253863 (Valid)	78.21116341627437
Kribbella qitaiheensis--Kribbellaceae--KM094178 (Valid)	78.19650067294751
Saccharothrix hoggarensis--Pseudonocardiaceae--HQ399564 (Valid)	78.13765182186235
Ilyobacter delafieldii--Fusobacteriaceae--FR733681 (Valid)	78.12288993923025
Kribbella koreensis--Kribbellaceae--Y09159 (Valid)	78.11447811447812
Clostridium pascui--Clostridiaceae--X96736 (Valid)	78.11424638678595
Amycolatopsis kentuckyensis--Pseudonocardiaceae--AY183357 (Valid)	78.09973045822103
Clostridium drakei--Clostridiaceae--Y18813 (Valid)	77.98913043478261
Ruminiclostridium cellobioparum--Oscillospiraceae--FR733680 (Valid)	77.97979797979798
Pelolinea submarina--Anaerolineaceae--AP018437 (Valid)	77.90387182910547
Kribbella monticola--Kribbellaceae--MG729590 (Valid)	77.87491593813046
Leptolinea tardivitalis--Anaerolineaceae--AB109438 (Valid)	77.87174066243834
Thermobrachium celere--Clostridiaceae--CAVN010000111 (Valid)	77.82987273945076
Amycolatopsis eburnea--Pseudonocardiaceae--MH598363--NOT VALID	77.82340862422998
Pseudonocardia rhizophila--Pseudonocardiaceae--GU322368 (Valid)	77.81501340482573
Kribbella catacumbae--Kribbellaceae--AQUZ01000130 (Valid)	77.79282329045363
Aeromicrobium erythreum--Nocardioidaceae--AF005021 (Valid)	77.7394900068918
Acetivibrio aldrichii--Oscillospiraceae--X71846--NOT VALID	77.68037761294673
Caloramator indicus--Clostridiaceae--X75788 (Valid)	77.61394101876675
Dietzia psychralcaliphila--Dietziaceae--CP015453 (Valid)	77.54691689008042
Dictyobacter vulcani--Dictyobacteraceae--LC422201--NOT VALID	77.52489331436699
Actinomarinicola tropica--Iamiaceae--MN638853--NOT VALID	77.45454545454545
Amycolatopsis benzoatilytica--Pseudonocardiaceae--ARPK01000001 (Valid)	77.45231607629428
Gordonia sihwensis--Gordoniaceae--AJ416151 (Valid)	77.35593220338983
Prauserella flavalba--Pseudonocardiaceae--KJ094504--NOT VALID	77.2879091516366
Dietzia cercidiphylli--Dietziaceae--EU375846 (Valid)	77.02513966480447
