#Matching species	Similarity (%)
Methanobacterium bryantii--Methanobacteriaceae--AY196657 (Valid)	78.0
Nitrososphaera viennensis--Nitrososphaeraceae--CP007536 (Valid)	77.61707988980716
Methanothermobacter marburgensis--Methanobacteriaceae--X15364 (Valid)	77.51196172248804
Methanobrevibacter arboriphilus--Methanobacteriaceae--AY196665 (Valid)	77.45019920318725
Methanothermobacter thermautotrophicus--Methanobacteriaceae--AE000666 (Valid)	77.35978112175103
Methanobacterium movens--Methanobacteriaceae--EU366499 (Valid)	77.21872816212438
Methanothermobacter crinale--Methanobacteriaceae--HQ283273 (Valid)	77.19665271966527
Methanobacterium lacus--Methanobacteriaceae--HQ110085 (Valid)	77.15355805243446
Methanothermobacter thermoflexus--Methanobacteriaceae--X99047 (Valid)	77.14681440443213
Methanothermobacter thermophilus--Methanobacteriaceae--X99048 (Valid)	77.0745428973277
Methanothermobacter wolfei--Methanobacteriaceae--AB104858 (Valid)	77.07317073170732
Methanobacterium subterraneum--Methanobacteriaceae--X99044--NOT VALID	77.0203794799719
Methanosphaera stadtmanae--Methanobacteriaceae--CP000102 (Valid)	77.00754975978037
Staphylothermus hellenicus--Desulfurococcaceae--CP002051 (Valid)	76.99594046008119
Methanothermobacter defluvii--Methanobacteriaceae--X99046 (Valid)	76.94463910301332
Methanobacterium veterum--Methanobacteriaceae--EF016285 (Valid)	76.81376215407629
Methanosphaera cuniculi--Methanobacteriaceae--HE582783 (Valid)	76.775956284153
Methanothermobacter tenebrarum--Methanobacteriaceae--AB523785 (Valid)	76.7640769779045
Methanobacterium alcaliphilum--Methanobacteriaceae--AB496639 (Valid)	76.70940170940172
Methanobacterium flexile--Methanobacteriaceae--EU333914 (Valid)	76.60614525139665
Ignisphaera aggregans--Desulfurococcaceae--DQ060321 (Valid)	76.53898768809849
Methanobacterium paludis--Methanobacteriaceae--CP002772 (Valid)	76.48667122351333
Desulfurococcus mucosus--Desulfurococcaceae--CP002363 (Valid)	76.37102234258633
Methanobacterium aarhusense--Methanobacteriaceae--AY386124 (Valid)	76.2660619803477
Desulfurococcus amylolyticus--Desulfurococcaceae--AZUU01000002 (Valid)	76.2619372442019
Thermogladius calderae--Desulfurococcaceae--CP003531 (Valid)	76.21951219512195
Methanobacterium oryzae--Methanobacteriaceae--AF028690 (Valid)	76.20376831821353
Thermofilum pendens--Thermofilaceae--X14835 (Valid)	76.18724559023067
Thermosphaera aggregans--Desulfurococcaceae--CP001939 (Valid)	76.18403247631935
Methanobacterium movilense--Methanobacteriaceae--JF812256 (Valid)	76.12275449101796
Methanobacterium arcticum--Methanobacteriaceae--DQ517520 (Valid)	76.12259444048468
Archaeoglobus fulgidus--Archaeoglobaceae--AE000782 (Valid)	76.06019151846786
Thermofilum adornatum--Thermofilaceae--CP006646--NOT VALID	76.03249830737983
Fervidicoccus fontis--Fervidicoccaceae--CP003423 (Valid)	76.01626016260163
Acidilobus saccharovorans--Acidilobaceae--CP001742 (Valid)	75.98105548037888
Archaeoglobus sulfaticallidus--Archaeoglobaceae--FJ810190 (Valid)	75.97765363128491
Methanobacterium congolense--Methanobacteriaceae--AF233586 (Valid)	75.97222222222221
Archaeoglobus veneficus--Archaeoglobaceae--CP002588 (Valid)	75.92087312414733
Thermofilum uzonense--Thermofilaceae--CP009961 (Valid)	75.82938388625593
Archaeoglobus infectus--Archaeoglobaceae--AB274307 (Valid)	75.80299785867237
Methanobacterium petrolearium--Methanobacteriaceae--AB542742 (Valid)	75.75976845151953
Methanobacterium ferruginis--Methanobacteriaceae--AB542743 (Valid)	75.69692637598284
Pyrodictium delaneyi--Pyrodictiaceae--CP013011 (Valid)	75.57510148849798
Methanobacterium aggregans--Methanobacteriaceae--KP006499 (Valid)	75.53648068669528
Methanobacterium ivanovii--Methanobacteriaceae--AF095261 (Valid)	75.5174875089222
Pyrodictium occultum--Pyrodictiaceae--M21087 (Valid)	75.49085985104944
Methanobacterium kanagiense--Methanobacteriaceae--AB368917 (Valid)	75.44951590594744
Methanobacterium formicicum--Methanobacteriaceae--AF169245 (Valid)	75.10980966325037
Ferroglobus placidus--Archaeoglobaceae--CP001899 (Valid)	75.08440243079
Methanobacterium palustre--Methanobacteriaceae--AF093061 (Valid)	75.01784439685939
