#Species	GC%
Vicingus_serpentipes--RS_GCF_007993035.1	31.05%
Phaeocystidibacter_luteus--RS_GCF_008933115.1	46.47%
Phaeocystidibacter_marisrubri--RS_GCF_008933165.1	44.74%
Salibacter_halophilus--RS_GCF_008806325.1	40.31%
Alkaliflexus_imshenetskii--RS_GCF_000517065.1	42.67%
Geofilum_rhodophaeum--RS_GCF_002210225.1	48.95%
Geofilum_rubicundum--RS_GCF_000974365.1	44.82%
Breznakibacter_xylanolyticus--RS_GCF_003254275.1	46.41%
Alkalitalea_saponilacus--RS_GCF_002201795.1	39.27%
Natronoflexus_pectinivorans--RS_GCF_004345615.1	39.6%
Marinilabilia_rubra--RS_GCF_003121985.1	40.85%
Saccharicrinis_aurantiacus--RS_GCF_001660705.2	35.06%
Labilibacter_sediminis--RS_GCF_005877885.1	35.88%
Saccharicrinis_carchari--RS_GCF_900182605.1	41.13%
Saccharicrinis_fermentans--RS_GCF_000517085.1	37.55%
Mangrovibacterium_diazotrophicum--RS_GCF_003610535.1	44.6%
Sunxiuqinia_indica--RS_GCF_009847015.1	40.51%
Sunxiuqinia_elliptica--RS_GCF_900113005.1	41.66%
Prolixibacter_bellariivorans--RS_GCF_000621705.1	44.2%
Prolixibacter_denitrificans--RS_GCF_003014495.1	45.09%
Puteibacter_caeruleilacunae--RS_GCF_005217565.1	37.72%
Mariniphaga_anaerophila--RS_GCF_900129025.1	41.77%
Mariniphaga_sediminis--RS_GCF_003573545.1	41.74%
Tangfeifania_diversioriginum--RS_GCF_900141875.1	41.84%
Maribellus_luteus--RS_GCF_003576475.1	44.07%
Draconibacterium_orientale--RS_GCF_000626635.1	41.31%
Draconibacterium_sediminis--RS_GCF_000949475.1	40.94%
Draconibacterium_mangrovi--RS_GCF_010586825.1	40.83%
Ancylomarina_longa--RS_GCF_003996985.1	35.7%
Labilibaculum_antarcticum--RS_GCF_002356295.1	35.99%
Marinifilum_breve--RS_GCF_003202155.1	35.77%
Marinifilum_flexuosum--RS_GCF_003610555.1	35.88%
Marinifilum_fragile--RS_GCF_001310955.1	35.71%
Lentimicrobium_saccharophilum--RS_GCF_001192835.1	46.68%
Anseongella_ginsenosidimutans--RS_GCF_008033235.1	49.92%
Fulvivirga_lutimaris--RS_GCF_009711525.1	37.81%
Marivirga_tractuosa--RS_GCF_000183425.1	35.52%
Marinoscillum_furvescens--RS_GCF_003386095.1	45.42%
Ancylomarina_subtilis--RS_GCF_004217115.1	36.88%
Labilibaculum_manganireducens--RS_GCF_002843385.1	36.32%
Fulvivirga_kasyanovii--RS_GCF_009711405.1	42.59%
Salinimicrobium_catena--RS_GCF_900102915.1	43.75%
Lishizhenia_tianjinensis--RS_GCF_900116425.1	37.39%
Owenweeksia_hongkongensis--RS_GCF_000236705.1	40.23%
