#Species	GC%
Halobacillus_litoralis--RS_GCF_009856355.1	47.23%
Halobacillus_locisalis--RS_GCF_013694105.1	43.61%
Halobacillus_salinus--RS_GCF_004684905.1	44.41%
Halalkalibacillus_sediminis--RS_GCF_002844535.1	38.7%
Melghiribacillus_thermohalophilus--RS_GCF_004342905.1	42.07%
Pontibacillus_halophilus--RS_GCF_000425205.1	42.66%
Salinibacillus_kushneri--RS_GCF_900111405.1	37.39%
Salinibacillus_xinjiangensis--RS_GCF_009649735.1	38.51%
Selenihalanaerobacter_shriftii--RS_GCF_900167185.1	31.61%
Halanaerobium_congolense--RS_GCF_004366375.1	33.1%
Halanaerobium_saccharolyticum--RS_GCF_003053565.1	35.69%
Halanaerobium_praevalens--RS_GCF_000165465.1	30.29%
Halanaerobium_salsuginis--RS_GCF_900114545.1	32.73%
Halothermothrix_orenii--RS_GCF_000020485.1	37.88%
Anoxybacter_fermentans--RS_GCF_003991135.1	35.88%
Halobacillus_halophilus--RS_GCF_000284515.1	41.82%
Halalkalibacillus_halophilus--RS_GCF_000423105.1	37.43%
Pontibacillus_chungwhensis--RS_GCF_000770675.1	40.77%
Aureibacillus_halotolerans--RS_GCF_004363045.1	44.28%
Ectobacillus_panaciterrae--RS_GCF_000430785.1	40.47%
Oceanobacillus_oncorhynchi--RS_GCF_000821065.1	39.28%
Oceanobacillus_iheyensis--RS_GCF_000011245.1	35.68%
Oceanobacillus_damuensis--RS_GCF_001618145.1	39.3%
Oceanobacillus_polygoni--RS_GCF_008304605.1	37.71%
Ornithinibacillus_scapharcae--RS_GCF_000190475.1	36.71%
Ornithinibacillus_halophilus--RS_GCF_900129485.1	35.84%
Ornithinibacillus_californiensis--RS_GCF_001038485.1	36.96%
Ornithinibacillus_contaminans--RS_GCF_001038425.2	38.01%
Gracilibacillus_halotolerans--RS_GCF_014206945.1	36.27%
